person,categoria,genero,agno_nacimiento
Guillermo Edwards Garriga,Cultura & Ciencia,masculino,1855
Germán Valenzuela Basterrica,Cultura & Ciencia,masculino,1859
Roberto del Río,Cultura & Ciencia,masculino,1859
Daniel Ríoseco Brito,Cultura & Ciencia,masculino,1860
Alberto Adriazola Azuero,Cultura & Ciencia,masculino,1861
Augusto Capdeville,Cultura & Ciencia,masculino,1864
Eduardo Moore Bravo,Cultura & Ciencia,masculino,1865
Alejandro del Río Soto Aguilar,Cultura & Ciencia,masculino,1867
Carlos Ghigliotto Salas,Cultura & Ciencia,masculino,1868
Augusto Bruna,Cultura & Ciencia,masculino,1870
Emilio Aldunate Bascuñán,Cultura & Ciencia,masculino,1871
Lautaro Ponce Arellano,Cultura & Ciencia,masculino,1876
Francisco Mardones Otaíza,Cultura & Ciencia,masculino,1877
Juan Noé,Cultura & Ciencia,masculino,1877
Virginio Gómez,Cultura & Ciencia,masculino,1877
René Coddou,Cultura & Ciencia,masculino,1878
Teodoro Schmidt Quezada,Cultura & Ciencia,masculino,1879
Ascanio Bascuñán Santa María,Cultura & Ciencia,masculino,1880
Daniel Martner,Cultura & Ciencia,masculino,1880
Javier Castro Oliveira,Cultura & Ciencia,masculino,1883
Francisco Cereceda,Cultura & Ciencia,masculino,1884
Carlos Charlín Correa,Cultura & Ciencia,masculino,1885
Julio Pinto Riquelme,Cultura & Ciencia,masculino,1885
Pedro Blanquier,Cultura & Ciencia,masculino,1885
Alfredo Piwonka,Cultura & Ciencia,masculino,1887
Adolfo Menadier,Cultura & Ciencia,masculino,1889
Federico Matthei,Cultura & Ciencia,masculino,1889
Francisco Javier Domínguez Solar,Cultura & Ciencia,masculino,1890
Hugo Grove Vallejo,Cultura & Ciencia,masculino,1890
Carlos Soto Rengifo,Cultura & Ciencia,masculino,1891
Gontrán de Beaumont Portales,Cultura & Ciencia,masculino,1893
Moisés Poblete Troncoso,Cultura & Ciencia,masculino,1893
Pedro Álvarez Suárez,Cultura & Ciencia,masculino,1893
Santiago Labarca,Cultura & Ciencia,masculino,1893
Jaime Vidal Oltra,Cultura & Ciencia,masculino,1895
Carlos Morales San Martín,Cultura & Ciencia,masculino,1897
Luis Custodio Muñoz Muñoz,Cultura & Ciencia,masculino,1897
Gustavo Olivares Faúndez,Cultura & Ciencia,masculino,1898
Ottmar Wilhelm,Cultura & Ciencia,masculino,1898
Carlos Ribbeck,Cultura & Ciencia,masculino,1899
Enrique Curti,Cultura & Ciencia,masculino,1899
Tomás Peña Fernández,Cultura & Ciencia,masculino,1899
Alejandro Garretón,Cultura & Ciencia,masculino,1900
Aníbal Ariztía Reyes,Cultura & Ciencia,masculino,1901
César Oyarzo,Cultura & Ciencia,masculino,1901
Emilio Pellegrini,Cultura & Ciencia,masculino,1901
Esteban Bedoya Hundesdoerffer,Cultura & Ciencia,masculino,1901
Gianni López,Cultura & Ciencia,masculino,1901
Gustavo Lira,Cultura & Ciencia,masculino,1901
Luis Romero Strooy,Cultura & Ciencia,masculino,1901
Miguel Ángel Durán,Cultura & Ciencia,masculino,1901
Aurelio Celedón Palma,Cultura & Ciencia,masculino,1902
Ramón Valdivieso,Cultura & Ciencia,masculino,1902
Roberto Vergara Herrera,Cultura & Ciencia,masculino,1902
Alfredo Neumann Kuschel,Cultura & Ciencia,masculino,1903
Ciro Álvarez Brucher,Cultura & Ciencia,masculino,1903
Ignacio González Ginouvés,Cultura & Ciencia,masculino,1903
Jorge Aravena Carrasco,Cultura & Ciencia,masculino,1903
Héctor Ríos Ríos,Cultura & Ciencia,masculino,1904
Carlos Jeremías Gaete Gaete,Cultura & Ciencia,masculino,1905
Alfonso Asenjo Gómez,Cultura & Ciencia,masculino,1906
Luis Sigall,Cultura & Ciencia,masculino,1906
Manuel Casanueva Ramírez,Cultura & Ciencia,masculino,1907
Rafael Elizalde,Cultura & Ciencia,masculino,1908
Roberto Barahona Silva,Cultura & Ciencia,masculino,1908
Carlos Muñoz Ferrada,Cultura & Ciencia,masculino,1909
Hermógenes Murúa,Cultura & Ciencia,masculino,1909
Francisco Behn Kuhn,Cultura & Ciencia,masculino,1910
José Félix Garay Figueroa,Cultura & Ciencia,masculino,1910
Agustín Garaventa,Cultura & Ciencia,masculino,1911
Federico Bucher Weibel,Cultura & Ciencia,masculino,1911
Amador Neghme,Cultura & Ciencia,masculino,1912
Guillermo González Bastias,Cultura & Ciencia,masculino,1912
Pedro Jáuregui,Cultura & Ciencia,masculino,1912
Abel Jarpa Vallejos,Cultura & Ciencia,masculino,1913
Félix Schwartzmann,Cultura & Ciencia,masculino,1913
Ignacio González Díaz,Cultura & Ciencia,masculino,1913
Joaquín Luco Valenzuela,Cultura & Ciencia,masculino,1913
Justo Ulloa Acuña,Cultura & Ciencia,masculino,1913
Pedro Ibáñez Ojeda,Cultura & Ciencia,masculino,1913
Renato Salazar,Cultura & Ciencia,masculino,1913
Fernando Vargas Peralta,Cultura & Ciencia,masculino,1914
Luis Capurro Soto,Cultura & Ciencia,masculino,1914
René Tapia Salgado,Cultura & Ciencia,masculino,1914
Armando Roa,Cultura & Ciencia,masculino,1915
Enrique Kirberg,Cultura & Ciencia,masculino,1915
Gustavo Hoecker,Cultura & Ciencia,masculino,1915
Carlos Montero Schmidt,Cultura & Ciencia,masculino,1916
Eduardo Figueroa Geisse,Cultura & Ciencia,masculino,1916
Alberto Cruz Covarrubias,Cultura & Ciencia,masculino,1917
Francisco Soza,Cultura & Ciencia,masculino,1917
Helmut Jaeger,Cultura & Ciencia,masculino,1917
Juan Grau Vilarrubias,Cultura & Ciencia,masculino,1917
Raúl Devés,Cultura & Ciencia,masculino,1917
Eduardo Gomien,Cultura & Ciencia,masculino,1918
Eleodoro Rodríguez Matte,Cultura & Ciencia,masculino,1918
Ernesto Pinto Lagarrigue,Cultura & Ciencia,masculino,1918
Gabriel de la Fuente Cortés,Cultura & Ciencia,masculino,1918
René Lagos,Cultura & Ciencia,masculino,1918
Santiago Astrain,Cultura & Ciencia,masculino,1918
Alejandro Valencia Joo,Cultura & Ciencia,masculino,1919
Manuel Rioseco,Cultura & Ciencia,masculino,1919
Sergio Ossa,Cultura & Ciencia,masculino,1919
Boris Blanco Márquez,Cultura & Ciencia,masculino,1920
Carlos Avendaño Ortúzar,Cultura & Ciencia,masculino,1921
Hans Niemeyer,Cultura & Ciencia,masculino,1921
José Luis Martin Mardones,Cultura & Ciencia,masculino,1921
Osvaldo Cori,Cultura & Ciencia,masculino,1921
Sergio Markmann,Cultura & Ciencia,masculino,1921
Edwin Weil Wohlke,Cultura & Ciencia,masculino,1922
Fernando Gorroño,Cultura & Ciencia,masculino,1922
Gustavo Krefft Hoffmann,Cultura & Ciencia,masculino,1922
Carlos Eyzaguirre,Cultura & Ciencia,masculino,1923
Carlos Von Plessing Baentsch,Cultura & Ciencia,masculino,1924
Esteban Parrocchia,Cultura & Ciencia,masculino,1924
Jorge Bronfman,Cultura & Ciencia,masculino,1924
José Zabala,Cultura & Ciencia,masculino,1924
Manuel Almeyda,Cultura & Ciencia,masculino,1924
Francisco Santamaría Herrero,Cultura & Ciencia,masculino,1925
Aníbal Scarella,Cultura & Ciencia,masculino,1925
Carlos Yusta,Cultura & Ciencia,masculino,1925
Jorge Lasserre,Cultura & Ciencia,masculino,1925
Miguel Allamand,Cultura & Ciencia,masculino,1925
Mario Luxoro Mariani,Cultura & Ciencia,masculino,1926
Germán Urzúa Valenzuela,Cultura & Ciencia,masculino,1927
Guillermo Clericus,Cultura & Ciencia,masculino,1927
Luis Escobar Cerda,Cultura & Ciencia,masculino,1927
Jorge Ovalle Quiroz,Cultura & Ciencia,masculino,1928
Raúl Blanco Watson,Cultura & Ciencia,masculino,1928
Edmundo Salinas,Cultura & Ciencia,masculino,1929
Mario Orellana Rodríguez,Cultura & Ciencia,masculino,1930
Víctor Barberis,Cultura & Ciencia,masculino,1930
Alberto León Fuentes,Cultura & Ciencia,masculino,1931
Eduardo Ruiz Contardo,Cultura & Ciencia,masculino,1931
Hugo Zemelman Merino,Cultura & Ciencia,masculino,1931
Jaime Suárez Bastidas,Cultura & Ciencia,masculino,1931
Sergio Melo San Juan,Cultura & Ciencia,masculino,1931
Gustavo Ramírez Vergara,Cultura & Ciencia,masculino,1932
Hugo Fazio,Cultura & Ciencia,masculino,1932
Igor Saavedra Gatica,Cultura & Ciencia,masculino,1932
Ricardo Vega Robles,Cultura & Ciencia,masculino,1932
Sergio Peña y Lillo,Cultura & Ciencia,masculino,1932
Francisco Bayo Veloso,Cultura & Ciencia,masculino,1933
Hiram Quiroga Fuentealba,Cultura & Ciencia,masculino,1933
José Luis Ysern de Arce,Cultura & Ciencia,masculino,1934
Edgar Kausel,Cultura & Ciencia,masculino,1934
Juan Verdaguer Tarradella,Cultura & Ciencia,masculino,1934
Andrés Bianchi,Cultura & Ciencia,masculino,1935
Jaime Eyzaguirre Philippi,Cultura & Ciencia,masculino,1935
Pablo Baraona,Cultura & Ciencia,masculino,1935
Pedro Cunill Grau,Cultura & Ciencia,masculino,1935
Tito Ureta,Cultura & Ciencia,masculino,1935
Horacio Croxatto Avoni,Cultura & Ciencia,masculino,1936
Jaime Lavados,Cultura & Ciencia,masculino,1937
Juvenal Canobra,Cultura & Ciencia,masculino,1937
Valericio Leppe,Cultura & Ciencia,masculino,1937
Ariel Ulloa,Cultura & Ciencia,masculino,1938
Luis Ciocca,Cultura & Ciencia,masculino,1938
Miguel Kiwi,Cultura & Ciencia,masculino,1938
Orlando Tapia Olivares,Cultura & Ciencia,masculino,1938
Patricio Núñez Henríquez,Cultura & Ciencia,masculino,1938
Eugenio Velasco Morandé,Cultura & Ciencia,masculino,1939
Hernán Ampuero,Cultura & Ciencia,masculino,1939
Juan Eduardo Herrera,Cultura & Ciencia,masculino,1939
Patricio Meller,Cultura & Ciencia,masculino,1939
Alfredo Schmidt,Cultura & Ciencia,masculino,1940
Francisco Rothhammer Engel,Cultura & Ciencia,masculino,1940
Máximo Honorato,Cultura & Ciencia,masculino,1940
Alejandro Bell Jara,Cultura & Ciencia,masculino,1941
Fernando Cortés Cáceres,Cultura & Ciencia,masculino,1941
José Antonio Guzmán,Cultura & Ciencia,masculino,1941
Nelson Pizarro Contador,Cultura & Ciencia,masculino,1941
Rodrigo Ambrosio,Cultura & Ciencia,masculino,1941
Andrés Weintraub Pohorille,Cultura & Ciencia,masculino,1942
José Amar Amar,Cultura & Ciencia,masculino,1942
Miguel Villa Soto,Cultura & Ciencia,masculino,1942
Sergio de la Cuadra,Cultura & Ciencia,masculino,1942
Eduardo Ojeda Disselkoen,Cultura & Ciencia,masculino,1943
José Luis Zabala Ponce,Cultura & Ciencia,masculino,1943
Alfonso Serrano,Cultura & Ciencia,masculino,1944
Ariel Camousseight,Cultura & Ciencia,masculino,1944
Bruno Philippi,Cultura & Ciencia,masculino,1944
Hernán Doren,Cultura & Ciencia,masculino,1944
Nicolás Majluf,Cultura & Ciencia,masculino,1945
Vladislav Kuzmicic,Cultura & Ciencia,masculino,1945
Ricardo Maccioni,Cultura & Ciencia,masculino,1946
Eduardo Esteffan Marco,Cultura & Ciencia,masculino,1947
Enrique Dávila Alveal,Cultura & Ciencia,masculino,1947
Guillermo Capdevila,Cultura & Ciencia,masculino,1947
Lionel Olavarría,Cultura & Ciencia,masculino,1947
Ernesto Silva Bafalluy,Cultura & Ciencia,masculino,1948
Jorge Mas,Cultura & Ciencia,masculino,1948
Jorge Venegas,Cultura & Ciencia,masculino,1948
Luis Núñez Vergara,Cultura & Ciencia,masculino,1948
Daniel Lilayu,Cultura & Ciencia,masculino,1949
Luis Schmidt Montes,Cultura & Ciencia,masculino,1949
Ricardo Navarrete,Cultura & Ciencia,masculino,1949
Ricardo Riesco Jaramillo,Cultura & Ciencia,masculino,1949
Felipe Lamarca,Cultura & Ciencia,masculino,1950
Guido Garay Brignardello,Cultura & Ciencia,masculino,1950
Jorge Desormeaux,Cultura & Ciencia,masculino,1950
Jose Manuel Parada Maluenda,Cultura & Ciencia,masculino,1950
Galo Eidelstein,Cultura & Ciencia,masculino,1951
Joaquín Cortez Huerta,Cultura & Ciencia,masculino,1951
Jorge Yutronic Fernández,Cultura & Ciencia,masculino,1951
José Yuraszeck,Cultura & Ciencia,masculino,1951
Nibaldo Inestrosa Cantin,Cultura & Ciencia,masculino,1951
Carlos Smok,Cultura & Ciencia,masculino,1952
Daniel Verdessi,Cultura & Ciencia,masculino,1952
Fabián Jaksic,Cultura & Ciencia,masculino,1952
Juan Luis Kostner,Cultura & Ciencia,masculino,1952
Juan Manuel Zolezzi,Cultura & Ciencia,masculino,1952
Jorge Rojas Ávila,Cultura & Ciencia,masculino,1953
Alberto Salas Muñoz,Cultura & Ciencia,masculino,1954
Danny Perich Campana,Cultura & Ciencia,masculino,1954
Jorge Atton,Cultura & Ciencia,masculino,1954
Marcelo Trivelli,Cultura & Ciencia,masculino,1954
Eugenio Gross Molina,Cultura & Ciencia,masculino,1955
Jaime Pérez de Arce,Cultura & Ciencia,masculino,1955
Jorge Baeza Correa,Cultura & Ciencia,masculino,1955
Patricio de Solminihac,Cultura & Ciencia,masculino,1955
Ricardo Celis Araya,Cultura & Ciencia,masculino,1955
Arturo Palma,Cultura & Ciencia,masculino,1956
Ignacio Idalsoaga,Cultura & Ciencia,masculino,1956
Luis Larraín Arroyo,Cultura & Ciencia,masculino,1956
Pablo Guarda,Cultura & Ciencia,masculino,1956
Recaredo Ignacio Valenzuela Pohorecky,Cultura & Ciencia,masculino,1956
Ricardo Paredes Molina,Cultura & Ciencia,masculino,1956
Christian Matheson,Cultura & Ciencia,masculino,1957
Jorge Robles Mella,Cultura & Ciencia,masculino,1957
Sergio del Campo Fayet,Cultura & Ciencia,masculino,1957
Fernando Coloma Correa,Cultura & Ciencia,masculino,1958
Mario Chamorro,Cultura & Ciencia,masculino,1958
Patricio Felmer,Cultura & Ciencia,masculino,1958
Rodolfo Barbosa,Cultura & Ciencia,masculino,1958
Cristián de la Maza Riquelme,Cultura & Ciencia,masculino,1959
Dionisio Faulbaum,Cultura & Ciencia,masculino,1961
Luis Mella,Cultura & Ciencia,masculino,1961
Mario Farren,Cultura & Ciencia,masculino,1961
Mauricio Purto,Cultura & Ciencia,masculino,1961
Miguel Ángel Alvarado,Cultura & Ciencia,masculino,1961
Cristian Galleguillos,Cultura & Ciencia,masculino,1962
Alfredo Gutiérrez Vera,Cultura & Ciencia,masculino,1963
Roberto Arroyo,Cultura & Ciencia,masculino,1963
Guillermo Larraín,Cultura & Ciencia,masculino,1964
Jorge Gibert Galassi,Cultura & Ciencia,masculino,1965
Rubén Moraga,Cultura & Ciencia,masculino,1965
Eric Martin González,Cultura & Ciencia,masculino,1966
Gonzalo Vargas Otte,Cultura & Ciencia,masculino,1966
Luis Oscar Herrera,Cultura & Ciencia,masculino,1966
Manuel Inostroza,Cultura & Ciencia,masculino,1966
Christian Alveal Gutiérrez,Cultura & Ciencia,masculino,1967
Guillermo Muñoz Senda,Cultura & Ciencia,masculino,1967
Alejandro Micco,Cultura & Ciencia,masculino,1968
Jorge Flies,Cultura & Ciencia,masculino,1969
Alexis M Kalergis,Cultura & Ciencia,masculino,1970
Kevin Cowan,Cultura & Ciencia,masculino,1970
Jorge del Pozo Pastene,Cultura & Ciencia,masculino,1971
Luis Berwart,Cultura & Ciencia,masculino,1971
Álvaro Cruzat,Cultura & Ciencia,masculino,1971
Marcelo Lagos,Cultura & Ciencia,masculino,1972
Claudio Raddatz,Cultura & Ciencia,masculino,1973
Giovanni Carcuro,Cultura & Ciencia,masculino,1973
Louis de Grange,Cultura & Ciencia,masculino,1973
Francisco Irarrázaval,Cultura & Ciencia,masculino,1975
Jorge Poblete Aedo,Cultura & Ciencia,masculino,1975
Juan Carlos Reinao Marilao,Cultura & Ciencia,masculino,1975
Emardo Hantelmann,Cultura & Ciencia,masculino,1976
Matías Libedinsky,Cultura & Ciencia,masculino,1976
Andrés Escala,Cultura & Ciencia,masculino,1977
Ignacio Arnold,Cultura & Ciencia,masculino,1978
Luis Astudillo Peiretti,Cultura & Ciencia,masculino,1978
Juan Francisco García Mac-Vicar,Cultura & Ciencia,masculino,1979
Álvaro Carter,Cultura & Ciencia,masculino,1980
Alberto Larraín,Cultura & Ciencia,masculino,1982
Carlos Medel Vera,Cultura & Ciencia,masculino,1983
Gianni Rivera Foo,Cultura & Ciencia,masculino,1983
José Miguel Ahumada,Cultura & Ciencia,masculino,1984
Juan Eduardo Prieto,Cultura & Ciencia,masculino,1984
Cristóbal Pineda,Cultura & Ciencia,masculino,1987
Felipe Camaño,Cultura & Ciencia,masculino,1991
José Patricio Fuentes,Cultura & Ciencia,masculino,1992
Daniel Arcos,Cultura & Ciencia,masculino,1994
Víctor Fajardo Morales,Cultura & Ciencia,masculino,2000
Ramón Cañas Cambiaso,Cultura & Ciencia,masculino,NA
Mateo Arnaldo Höevel,Cultura & Ciencia,masculino,1773
Manuel Aniceto Padilla,Cultura & Ciencia,masculino,1780
Juan Nicolás Álvarez Borcosqui,Cultura & Ciencia,masculino,1810
Fanor Velasco Salamó,Cultura & Ciencia,masculino,1843
Máximo Ramón Lira Donoso,Cultura & Ciencia,masculino,1846
Bernardo Ossandón,Cultura & Ciencia,masculino,1851
Justo Abel Rosales,Cultura & Ciencia,masculino,1855
Ludovico Barra,Cultura & Ciencia,masculino,1874
Alberto Mackenna Subercaseaux,Cultura & Ciencia,masculino,1875
Eduardo Grez,Cultura & Ciencia,masculino,1875
Januario Espinoza del Campo,Cultura & Ciencia,masculino,1879
Juan Pradenas Muñoz,Cultura & Ciencia,masculino,1890
Hugo Silva,Cultura & Ciencia,masculino,1892
Máximo Venegas Sepúlveda,Cultura & Ciencia,masculino,1897
Pablo Ávila,Cultura & Ciencia,masculino,1901
Renato González Moraga,Cultura & Ciencia,masculino,1903
René Silva Espejo,Cultura & Ciencia,masculino,1904
Vicente Ruiz Mondaca,Cultura & Ciencia,masculino,1907
Julio Alejandro Ibáñez Paredes,Cultura & Ciencia,masculino,1913
Gustavo Aguirre Aguirre,Cultura & Ciencia,masculino,1916
Tito Mundt,Cultura & Ciencia,masculino,1916
Homero Ávila Silva,Cultura & Ciencia,masculino,1917
Orlando Millas,Cultura & Ciencia,masculino,1918
Antonio Puga Rodríguez,Cultura & Ciencia,masculino,1920
Alberto Gamboa,Cultura & Ciencia,masculino,1921
Arturo Fontaine Aldunate,Cultura & Ciencia,masculino,1921
Hernán Millas,Cultura & Ciencia,masculino,1921
Alejandro Michel Talento,Cultura & Ciencia,masculino,1922
Alfredo Pacheco Barrera,Cultura & Ciencia,masculino,1923
Petronio Romo,Cultura & Ciencia,masculino,1924
Abraham Dueñas Strugo,Cultura & Ciencia,masculino,1925
Bernardo Pelén,Cultura & Ciencia,masculino,1926
Luciano Vásquez Muruaga,Cultura & Ciencia,masculino,1926
Mario Gómez López,Cultura & Ciencia,masculino,1926
Germán Becker Ureta,Cultura & Ciencia,masculino,1927
Guillermo Ravest,Cultura & Ciencia,masculino,1927
Sergio Brotfeld,Cultura & Ciencia,masculino,1927
Emilio Filippi,Cultura & Ciencia,masculino,1928
Patricio Hurtado Pereira,Cultura & Ciencia,masculino,1928
Hernán Olave Verdugo,Cultura & Ciencia,masculino,1929
Carlos González Márquez,Cultura & Ciencia,masculino,1930
Eduardo Sepúlveda Muñoz,Cultura & Ciencia,masculino,1930
Hernán Osses Santa María,Cultura & Ciencia,masculino,1930
Igor Entrala,Cultura & Ciencia,masculino,1931
Miguel Merello,Cultura & Ciencia,masculino,1931
Diozel Pérez,Cultura & Ciencia,masculino,1932
Raúl Hasbún,Cultura & Ciencia,masculino,1933
Eugenio Lira Massi,Cultura & Ciencia,masculino,1934
Hernán Pereira,Cultura & Ciencia,masculino,1934
Lucio Fariña,Cultura & Ciencia,masculino,1934
Orlando Contreras Castro,Cultura & Ciencia,masculino,1937
Abraham Santibáñez,Cultura & Ciencia,masculino,1938
Federico Willoughby-MacDonald,Cultura & Ciencia,masculino,1938
Héctor Olave,Cultura & Ciencia,masculino,1939
Jorge Zambra,Cultura & Ciencia,masculino,1939
Cristián Zegers,Cultura & Ciencia,masculino,1940
Eduardo Contreras Mella,Cultura & Ciencia,masculino,1940
Pedro Pavlovic,Cultura & Ciencia,masculino,1940
Enrique Moreno Laval,Cultura & Ciencia,masculino,1941
Alfredo Lamadrid,Cultura & Ciencia,masculino,1943
Edgardo Marín Méndez,Cultura & Ciencia,masculino,1943
Santiago del Campo,Cultura & Ciencia,masculino,1943
Antonio Márquez Allison,Cultura & Ciencia,masculino,1944
Alipio Vera,Cultura & Ciencia,masculino,1945
Jaime Moreno Laval,Cultura & Ciencia,masculino,1945
Sergio Cárcamo,Cultura & Ciencia,masculino,1945
Sergio Morales Morales,Cultura & Ciencia,masculino,1945
Vladimiro Mimica,Cultura & Ciencia,masculino,1945
Óscar Rodríguez Gingins,Cultura & Ciencia,masculino,1945
Claudio Sánchez Venegas,Cultura & Ciencia,masculino,1946
César Antonio Santis,Cultura & Ciencia,masculino,1946
Sergio Jerez,Cultura & Ciencia,masculino,1947
Hernán Olguín,Cultura & Ciencia,masculino,1949
Héctor Alarcón Manzano,Cultura & Ciencia,masculino,1949
Miguel Marcelo Reyes Almarza,Cultura & Ciencia,masculino,1950
Patricio González,Cultura & Ciencia,masculino,1950
Rodolfo Varela,Cultura & Ciencia,masculino,1950
Luis Urrutia O'Nell,Cultura & Ciencia,masculino,1951
Nelson Rodríguez Prado,Cultura & Ciencia,masculino,1952
Jorge Díaz Saenger,Cultura & Ciencia,masculino,1953
Orlando Escárate,Cultura & Ciencia,masculino,1954
Patricio Frez,Cultura & Ciencia,masculino,1955
Ricardo Vicuña,Cultura & Ciencia,masculino,1955
Eduardo Riveros,Cultura & Ciencia,masculino,1956
Cristián Mason,Cultura & Ciencia,masculino,1957
Iván Torres,Cultura & Ciencia,masculino,1957
Cristian Bofill,Cultura & Ciencia,masculino,1959
Aldo Schiappacasse,Cultura & Ciencia,masculino,1961
Fidel Oyarzo,Cultura & Ciencia,masculino,1961
Mauricio Israel,Cultura & Ciencia,masculino,1961
Antonio Quinteros,Cultura & Ciencia,masculino,1962
Iván Valenzuela,Cultura & Ciencia,masculino,1962
Jorge Aedo,Cultura & Ciencia,masculino,1962
Luis Omar Tapia,Cultura & Ciencia,masculino,1962
Ernesto Díaz Correa,Cultura & Ciencia,masculino,1963
Marcos Robledo Hoecker,Cultura & Ciencia,masculino,1963
Eduardo Arriagada,Cultura & Ciencia,masculino,1964
Jorge Said,Cultura & Ciencia,masculino,1965
